hs_class,text
negative,"Ulama Tanah Air kita, Syeikh Dr Uthman el Muhammady,telah meninggalkan kita, satu kehilangan besar, Al Fatihah '("
negative,"""..."" Sekali dalam setahun selama ratusan tahun Masyarakat Adat Baduy menyerahkan hasil panen (Seba atau Seserahan) kepada ""Bapa Gede"", yakni Bupati Lebak dan Gubernur Banten. #SebaBaduy2018"
negative,"Lihat saja topik.mrk..dr mulai TKA, harga sawit, harga telur sampai harga"
negative,
positive,"Jangan memframing seolah kitab suci hanya milik Umat Islam, agar umat mau demo menyalahkan rocky terus cebong leyeh leyeh sambil menonton demo di tipi. Banyak sekali jenis jenis kitab suci..#BUSUK"
positive,"Kl cuma usir percuma pak. Nasionalis bidang ekonomi, jangan sampai ekonomi dimonopoli cina total surat pemberitahuan tahunan skrg, hancur RI ("
positive,"Ketemu klien, orang batak, dia marah gue ikut ngegas. Brengsek. Malu2in kantor.'"
positive,"Ga aman dipegang kacung babu asing ,mawoooot semuanya'"
positive,Aku pikir Indra J Piliang masih ikut Jokowi ternyata tahun ini sudah belok jadi tim sukses Anies-Sandi pantas saja dihabisin.
negative,"Nga tau, soalnya ku dari lahir sudah sipit ('"
negative,Adam-Hawa kali. Kalo Hawa-Hawa adalah lesbi.'
positive,"Pak tak mungkin Anda pe ahankan Islam di Indonesia, lebih baik ikut bangun bangsa & negara"
negative,"Padahal petugas imigrasi luar negeri pada umumnya ya biasa aja. Mungkin di beberapa negara ada pemeriksaan mendalam karena dulunya memang paspor untuk tki, namun selama Kita punya bukti yang jelas sebagai turis kenapa harus takut? nKe Korea Selatan b"
negative,"Mari perbanyak mempelajari ilmu agama, agar kita memiliki pengetahuan atas setiap amal perbuatan yang kita lakukan. Selamat beristirahat, sobat Lazismu! â?º #DeliveringHappiness"
positive,Suruh TKA China saja yang menonton ke stadion. Jangan lupa bawa 2 bendera nMerah putih sama bendera China '
negative,"TUTURAN WS Rendra terbukti sekarang ini rupanya, agama jadi lencana politik... sampai sampai ulama yang tak sejalan pun ta"
positive,Tdk cocok jadi calon presiden nya jokowi .cocok untuk prabowo
positive,"Ayo Bapak Menteri Agama RI, rakyat menunggu jawaban Anda, apakah Muhammad Nabi gadungan?"
positive,Datang ke NTB buat acara seolah olah di dukung semua ulama jadi calon wakil presiden padahal cuma sandiwara saja #mimin. 
positive,jangan sampai TIDAK PECAT Darmin Nasution sebagai Menko BODOH yang turunkan daya beli karena anaknya Kahiyang akan menikah dengan Bobby Nasution
negative,"Pria Isis make burka untuk menghindar dan lari dari peperangan dan surga yang di janjikan kamu diam membisu n&amp dari mana kamu tau dia pria?tidak punya televisi ye?nggak menonton wawancara wanita pemelihara hewan anjing itu? nLo bukan gembel warung internet kan?silahkan buka youtube deh,biar kamu dgar suaranya'"
negative,"Utk jadi anggota gereja protestan dewasa harus ikut katekisasi. nBelajar setahun sejarah gereja, dll. nBiasanya anak SMA yang ikut katekisasi. nGw ikut pas SMP. Topik yang paling gue sukai adalah sejarah gereja. nTermasuk sejarah kelamnya, hingga sejarah mas"
negative,Aktifis 98 yang dukung jokowi itu adalah aktivis GMNI DAN PRD semua aktivis kiri atau komunis. Aktifis murni 98 tidak pernah mau di tumpangi dan non bayaran. Krn murni dari nurani.'
negative,"Entah ingin ngelucu, entah ""bom kita tidak bahaya"", entahlah.'"
positive,"Apakah pernah para Ulama,Kyai.Ustadz ataupun guru mengaji mengajarkan bahwa Umar Bin Khatab Ra.pernah memberikan sesuatu kepada Rakyatnya dengan cara sepe i ini. Heloo PDIP. #mikir #2019GantiPresiden "
positive,pemilihan presiden 2019 semoga ada presiden baru yang lebih punya integritas dan bukan jadi antek asing
negative,"What do kamu think? Aku memang tidak bisa berkomentar banyak, karena ini di negara lain, yang mana, Agama Islam, agama yang minoritas di Jerman ð??? Tapi entah kenapa hatiku sedih dengar larangan ini diterapkan di jerman ð??¥ "
positive,kaum ZIONIS sontoloyo!'
positive,"Ibu sarap. Kok tega banget sih memperlakukan anak sendiri surat pemberitahuan tahunan hewan? Kalo gue jadi suaminya, gue ambil itu anak, gue laporkan polisi &amp gue ceraikan langsung. Cuih najis sama perempuan kayak gitu.'"
negative,Gua kira harun yahya ilmuwan yahudi jaman dulu loh'
positive,USIR FAHRI DAN MALING MALING DI DPR
positive,bikin rusuh negara supaya perusahaan tambang asing bisa masuk
positive,Alhamdulillah akhirnya kamu menyadari kalau cebong pintar dan lucu..beda banget sama Kamfret yang GOBLOG dan BERINGAS.. n#WeKaWeKaWeKa '
negative,Ini 11 Hal Yang Dilarang Bagi (Wakil) Agen Penjual Reksa Dana
negative,Terimakasih untuk pak presiden jokowi yang telah bekerja dengan luar biasa.Semoga listrik yang bapak tambahkan di pulau Nias sebesar 25 mw atau 25000 kw.dapat bermanfaat dan meningkatkan ekonomi masyarakat Nias. #Suara pulau untuk jokowi #Slaam 2 periode G
positive,"Itu oknum polisi yang menganiaya seorang Ibulagi mabuk Mak, habis minum kencing Onta. '"
negative,Selamat hari lahir teman PMII
positive,belum lu.. masak pembangunan cuma dihitung kontruksinya.. dari ide.. study kelayakan.. pendanaan.. pembebasan lahan dll.. tidak dihitung.'
positive,Yg Goblok KK!! Kecebong mengakuinya Pancasila NKRI tapi otak dan hatinya komunis.. katanya rezim anti korupsi tetapi dalam 1 Minggu 7 kali OTT komisi pemberantasan korupsi
positive,Klo tidak mau macet pulang saja kamu ke kampung sono.. Dsar orang udik.. Masih nyeri makan sama buang tai saja lelaguan... #anakjaka aasikasik'
negative,Mantap. Pak Presiden Joko Widodo memang jagonya menuntaskan pekerjaan yang mangkrak / tidak pernah dikerjakan oleh mantan presiden sebelumnya dan sih gubernur aher. Salam Metal dan 2 periodontik
positive,-cari000 Memang sengaja di matikan makanya pemerintah kekinian impor rakyat dari cina untuk gantikan rakyat indonesia.
positive,lagi mengetren di Thailand. Cebong mana nge i! nsotoy banget nih lumpur idup'
positive,Cebong terancam musnah. Cc '
positive,Wkwkwkwkwkw tapi betul-betul bajingan orang itu ! URL
negative,"Eeh maaf hehee, aku baca lagi ternyata disebut nama bukunya Yahudilik ve Masonluk ' atau 'Yahudi dan Freemasonry' tahun 1986. Link a ikelnya ada di reply twit ini juga nWallahu'alam yak..."""
negative,Mana hadiah nya sipit'
negative,"Indonesian Heritage Society... What a shame! Yang membudidayakan malah orang asing, sampai manajernyapun Asing... Tapi tidak ada orang orang Indonesia yang peduli '"
positive,"Anies sukanya manis-manis di bibir, sandi sukanya main sandiwara"
negative,"Duduk di samping adalah Aziz Rabbah, Menteri Energi, Pe ambangan dan Perminyakan Kerajaan Maroko. Diskusi substantif, berjejaring dan mencari peluang kerja sama justru biasanya muncul di sela-sela konferensi. "
positive,Meme pun nak cilok Indo punya ke? Dasar malingsia! Brengsek!'
positive,Kotbur? Wkwkkw mampus'
positive,Jokowi saja mundur. Biar tidak jual BUMN D
positive,Baguslah sudah pada bangga dengan sebutan cebong.'
negative,"bukti apa? pe umbuhan ekonomi stagnan di 5% jaman SBY 6%, sudah hampir 5 tahun proyek joko hasil berutang ke cina baru selesai 35 proyek dari 250 proyek, proyek infrastruktur pemerintah daerah yang otonomi daerah di klaim prestasi"
negative,"Mereka kira saat ini aman karena lagi bergantung kepada hoaks nasional bang, mereka memasang bom waktu'"
negative,Ada Kemungkinan Gaji ke-13 dan 14 PNS Dibayar Bulan Juni via 
positive,Linimasa mulai panas ganyang pa ai komunis indonesia lagi
negative,Kok tidak ada yang ribut bom di barel dah'
positive,Sah2 saja kalau Fahri Hamzah ingin bubarkan KPK. Krn OTT bikin gaduh. Pdhal yang gaduh kan koruptornya? Yg bersih tidak gaduh. Pak Jokowi yang salah.
positive,APALAGI YANG MASUK JURUSAN KARENA TREND GOBLOK ANJING BANGSAG ASUTOLOL BANGDAT BANGSAT BANGSAT BANGSAT'
negative,Program ini sedang dipersiapkan pemerintah dan skemanya ditargetkan rampung dalam tahun ini.
positive,"Eeh yang benar nih pak o unya kafir? Wah, pilih beliau ah.'"
negative,"Waktu menerima orderan dan honor, apa sempat terpikir dalam hati bani ini adalah kesalahan atau akan ada dosa yang ditanggung ? nKlu sempat ada pemikiran ini saya yakin bani yani tidak akan melakukannya. Setelah honor hasil dari p"
positive,"Dalam kepala otak presiden? ?selalu curiga kepada rakyat, buruk sangka, dan takut ditagih janji. Sehingga apa saja yang dibuat dilakukan rakyat , presiden menuduh rakyat intoleransi dan sebut rakyat radikal, teroris dsb. #tenggelamkanPDIP? #ting"
negative,"Gara gara pengeditan kejam, knet jadi tidak kenal, jadi tidak voting, pese a pese a yang oke banyak yang tidak lanjut kan kasihan (('"
positive,waktu masih gubernur DKI pe arungan soal kasus Sumber Waras yang terang benderang ada audit investigasi KPK begitu susahnya periksa ahok.
negative,kuliah ekonomi gue kamu kamu kalau begini caranya
positive,DASAR UDIK....!!!!'
negative,"So far tantangan nya sih ya harus sehat ya bolak balik sana sini mengurus dokumen. Karena semuanya harus tersiapkan sangat matang! Dan jadi pengalaman juga bagaimana serunya TKI kayak gue susah payah antri, macet, dll.'"
positive,"Buajingan. nGw tidak peduli aksi-aksi kemaren. Katanya murni panggilan modal sendiri. nBalikin duit Gw bajingan. nGegayaan panggilan Allah. Modal sendiri, ternyata make duit jamaah.'"
negative,"Sampai bila-bila hati tak akan bersih dengan melihat orang dengan mata yang merendahkan sama abat orang lain. Whats worst, thinking kamu are any better tahan them. Perangai hampir sama dengan iblis.'"
negative,"Betul juga sih, jangan dikriminalisasi kita harus lawan dengan ide."
positive,Orang kok munafik ..smpe kapan juga kayak gtu'
negative,"Dan bagi masyarakat yang terprovokasi dengan isu SARA yang dimainkan para aktor jahat itu, mari gunakan akal se a hati. Fikirkan akibat fatal dari penggunaan isu SARA ini. nAshobiyyah atau membela membabi buta kelompok/golongan itu dilarang dalam Islam.'"
negative,"iya aku pernah beli, ke cas sih ke cas. cuma cepat habis ya allah ') tapi kalau beli di toko ini aku tak tau kak siapa tau saja normal tidak cacat"""
positive,Telat kamu kunyuk'
positive,kamu cacad'
positive,"Goblok main main lah ke mal jangan di kolam terus..lo kata pakan ayam tidak beli bong,itu semua impo dan beli nya pakai kurs dollar..susah kalau mengajak cebong debat soal dollar.'"
negative,Di unggah ulang... Suaranya enggak ada
positive,Pak saya harap mulai hari ini Anda tak lagi mengucapkan salam selain dalam Bahasa Indonesia
positive,Klo manusia kafir twit nya surat pemberitahuan tahunan ini '
negative,"Inilah pentingnya pdkt, karena yang fisiknya oke pun ternyata kalau diajak mengobrol lebih asyik haji bolot.'"
positive,Rejim yang membuat E KTP itu Rejim SBY.. jangan pura-pura lupa.. Yg di penjara juga Pa ainya SBY
positive,"Simak Kira kira Dampaknya sama tidak ya, antara ""Miras Oplosan"" dengan ""Pemimpin Oplosan ???"" #2019GantiPresiden Maraknya ""Miras Oplosan"" karena kegagalan dari ""Pemimpin Oplosan ???"" #2019PresidenBaru Cc. "
positive,Setya novanto ingin mati. Ehh ya sudah sih mati saja sana
positive,"Seluruh Masyarakat NTT Turunkan Setya Novanto dari Ketua dan Pecat dari DPR RI, Rakyat NTT har?"
positive,awas ini Proyek PKI CINA KOMUNIS
positive,"orang-orang ini ajaib..yg makan duit siapa,yg menipu siapa, mau demo ke pemerintah..ujung-ujungnya dipolitisasi turunkan jokowi..haha. gila!!"
negative,memang kan mantan setan'
negative,"Sejak periode kedua SBY sudah jalan 2 tahun dong? Hmm... nMasa2 itu gencar sekali ledakan bom dimana2, yang menewaskan orang orang yang tak tau apa2.'"
positive,"Mental ""asu kabehhhh"" nDukung pemimpin yang tak bermental kompeni n#JatengMuktiTanpaKorupsi n#DirmanNaikGanjarPanik URL"
negative,Iyaa hyung itu sih ibu kunti wkwk'
negative,"dilemparkan kepadanya. Mereka mengatakan Zinnirah buta ke ranah dilaknat oleh Tuhan Latta dan Uzza. Mereka mencabarnya ke ranah Zinnirah mempe ahankan diri dengan mengatakan dirinya buta bukan ke ranah tuhan mereka, sebaliknya ia adalah perbuatan Umar Al-Khat"
positive,"Orang tua ini, suka ngibul, pekok, dan sontoloyo !.'"
positive,kalau anies menang tahap selanjutnya adalah lengserkan jokowi
negative,"waow,,,, ngara2 rezim jokowi,,, nsatu periode lagi pakde'"
negative,"Mongomong soal ospek, jadi ingat waktu orientasi studi dan pengenalan kampus disuruh makan -ce bergilir sekali memasukkan lidah terus di oper ke sebelah sampai habis di kecup di dalam mulut nTerus pas giliran"
positive,"Ini pasti salah Jokowi, Ahok dan kafir-kafir ateis. URL"
negative,"""Perekonomian Majalengka Mengeliat Pascapembangunan Bandara"" ""Jujur kenapa dari penggantian tanah saja yang awal nih misalkan rakyat punya tanah 1 H.Dia bisa beli tanah pengganti 2 H punya rumah bagus punya mobil.Ini kan perubahan ekonomi yang terjadi kalau"
positive,"Gue kira kamu tidur, ternyata kamu mengetik tai onta banyak banyak iya ---)'"
negative,"Terbitkan Perpres No. 20 Tahun 2018, Nilai Presiden Panik via "
positive,Budek? Kamu bisa dengar aku enggak? '
positive,Ya tidak sama lah..culun'
negative,Ulama Jabar Siap Dukung di Pilpres 2019
negative,"Cinta tidak buta. Anda masih bisa melihat kekurangan dan keburukan, tapi Anda tidak peduli. Dan kemudian menyesal.'"
positive,Krn pak ai-pa ai pembuat gaduhnya oposisi tidak berhenti membuat gaduh... Jaman SBY mereka diam karena korupsi aman..
negative,"Penampakan Seekor ""Monyet Berwajah Mirip Manusia"" Bikin Heboh Gan! URL"
positive,Ngomong tidak diatur. Bodo apa pikun? Kurang literasi nih pak jenderal. Lha orang habib kena kasus menghina pancasila kok katanya paham sekali. nMabuk kecubung nih orang'
negative,
positive,Amin .. lengserkan jokowi .. Bikin ribet rakyat Aksi313JokowiTakutLengser
negative,SINYAL GEMBEL BGT NAPADAH'
negative,gaya kamu kunyuk URL
positive,"udik banget sih cit, sudah minum saja /jejelin/ #NIC0TINWEDD'"
negative,I added a video to a playlist
positive,Kaum radikal dari bani kecebong pengikut mukidi &amp penista agama sedang jualan ayat politik di mesjid?'
positive,Gpp kotor sekotornya kalau buat Cebong Saah aja.. #2019gantipresiden #2019presidenbaru #AsalbukanJokowi
negative,Katanya sudah jadi oom?... Kemarin itu gunting titit apa maksudnya..'
positive,"Rak harusnya kamu tau kalau teman teman kamu itu pinter, tidak kayak kamu bloon. Jadi jangan bego begoin kita, tidak mempan )'"
negative,Anjir bang-_- berasa manusia homo gua'
positive,Yg memberi bantuan atas nama tetapi yang punya duit hasil sumbangan rakyat kecil macam kami.
negative,"pernah berdiri diujung kolam, terus suruh saudara aku mendorong eh didorong benaran terus aku menangis like gembel basah basah an. yang bego itu siapa ('"
positive,mampus kamu ingat kenangan hha'
negative,Sama saja ku berdua kunyuk'
positive,percuma dapat banyak medali kalau ujung-ujungnya cuma diajak teriak KAFIR LENGSERKAN..
negative,"Terus kalau untuk UU MD3 yang bisa cepat selesai, siapa yang bisa dimaklumi jugakah karena isinya untuk kepentingan para wakil rakyat yang tidak mewakili rakyat....'"
negative,Akun instagram saya yang resmi ini Yang lain bukan akun saya lo ya
negative,2.Bersikap tegas terhadap Israel dan memaksa mereka untuk menghentikan pembangunan pemukiman Yahudi se a mematuhi segala keputusan dan kesepakatan internasional. #FreePalestine #GreatReturnMarch #GazaMassacre #GazaUnderAttack #BoycottIsrael'
negative,"Gak semua cowo, tapi rata rata gue chat isinya asu kntl bgst dst'"
positive,Minta maaf tidak ada tampang tampang menyesal itu org..bangke..'
negative,Namun Kamis malam akhirnya revisi disepakati dan UU Anti-Terorisme pun segera disahkan dalam sidang paripurna DPR. Ini lebih cepat dari tenggat yang diberikan Pemerintah yaitu Juni.'
negative,"Tolonglah yang nak buat rumah orang renovasi itu jangan cari yang iklan kat twitter dengan fb. Harga macam yahudi, kualitas paling banyak seikhlas duit lebih nJalan jalan tanya orang kampung. Orang kampung lagi murah dan teliti'"
negative,Dan sampailah masku di rumah tidak minta di ceritakan sudah cerita langsung nTrnyta sih gembrot dari awal sudah tidak kuat dan pingsan masku ternyata sudah bantu mendorong juga nHoalaaah gembrot mbrot nGembrot bilang kalau ketahuan mamanya naik ijen kan sama saja kayak naik gunung sih gembrot
negative,"Di islam memang begitu mas, kafir masuk neraka. Yg muslim saja belum tentu masuk surga, kalau amal nya tidak ada'"
negative,"Suka merasa kangen sama teman dan sahabat lama yang dulu kalau apa selalu bareng. Tapi aneh.. sekalinya ketemu lagi, merasa kayak asing.'"
negative,Memang cerita A Quiet Place nih semua bisu tak boleh bercakap eh ? Tak e ct pon macam nih '
positive,Wahai kader kader ku seng bodoh dari P.B.C (pa ai ha a cocot) dari sabang sampai merauke..kader2 ku seng bodoh sendiri sudah kentean peluru pokoknya isu TKA ini seng paling empuk kerja menyerang presiden..biasa e sendiri mangan enak di zaman pak jokowi sekarang susah tuku lob
negative,Kairoseki adalah alat yang dapat membatalkan kemampuan pengguna Buah Iblis dan melemahkan mereka'
positive,Beri anak bangsa pendidikan yang baik jangan jadikan robot pe-nyembah2 Allah SWT yang merintahkan perangi & bunuh kafir
positive,"KalauPRIBUMI iseng, aparat berwajah garang.... #Cina yang rasis, aparat jadi alay....'"
negative,PAINGAN ASA TYDAK ASING'
negative,Agak lucu kalau ada orang yang memolisikan RG karena setahu saya RG tak menyebut secara spesifik kitab agama te entu Jauh panggang dari api...
negative,"Kalo sudah punya banyak duit ingin banget punya rumah terus bikin zen garden sebelah teras rumah ala jepang begitu kayak di rumah rumah bos yakuza, dan ingin banget nongkrong tiduran menikmati angin sepoi sepoi sambil mengelus elus kucing gendut bermuka bodoh. Sekalian ju"
positive,hanjing... MAJU LU SINI BABI'
negative,pedagang sumber jemput menolak hoaks dan sukseskan pilihan kepala daerah di kota kediri 
positive,"karena mengisukan pak jokowi kafir , antek asing , antek asing tidak mempan. Isu PKI jadi alat isu terakhir."
